Date,High,Low,Open,Close,Volume,Adj Close
2019-09-30,48.79600143432617,47.22200012207031,48.599998474121094,48.17399978637695,29399000.0,48.17399978637695
2019-10-01,49.189998626708984,47.82600021362305,48.29999923706055,48.9379997253418,30813000.0,48.9379997253418
2019-10-02,48.93000030517578,47.88600158691406,48.65800094604492,48.625999450683594,28157000.0,48.625999450683594
2019-10-03,46.895999908447266,44.85599899291992,46.37200164794922,46.60599899291992,75422500.0,46.60599899291992
2019-10-04,46.95600128173828,45.61399841308594,46.321998596191406,46.2859992980957,39975000.0,46.2859992980957
2019-10-07,47.71200180053711,45.709999084472656,45.959999084472656,47.54399871826172,40321000.0,47.54399871826172
2019-10-08,48.78799819946289,46.900001525878906,47.17399978637695,48.0099983215332,43391000.0,48.0099983215332
2019-10-09,49.459999084472656,48.130001068115234,48.263999938964844,48.90599822998047,34472000.0,48.90599822998047
2019-10-10,49.85599899291992,48.316001892089844,49.055999755859375,48.948001861572266,31416500.0,48.948001861572266
2019-10-11,50.215999603271484,49.36199951171875,49.43000030517578,49.577999114990234,42377000.0,49.577999114990234
2019-10-14,51.709999084472656,49.42599868774414,49.58000183105469,51.391998291015625,51025000.0,51.391998291015625
2019-10-15,52.0,50.82400131225586,51.540000915527344,51.577999114990234,32164000.0,51.577999114990234
2019-10-16,52.41999816894531,51.38399887084961,51.47800064086914,51.95000076293945,33420500.0,51.95000076293945
2019-10-17,52.95600128173828,52.034000396728516,52.5,52.39400100708008,23846500.0,52.39400100708008
2019-10-18,52.560001373291016,51.02000045776367,52.13999938964844,51.38999938964844,28749000.0,51.38999938964844
2019-10-21,51.900001525878906,50.0359992980957,51.66600036621094,50.70000076293945,25101500.0,50.70000076293945
2019-10-22,51.66600036621094,50.16999816894531,50.86399841308594,51.11600112915039,23004000.0,51.11600112915039
2019-10-23,51.22800064086914,50.27000045776367,50.900001525878906,50.93600082397461,26305500.0,50.93600082397461
2019-10-24,60.986000061035156,57.84000015258789,59.67399978637695,59.93600082397461,148604500.0,59.93600082397461
2019-10-25,66.0,59.22200012207031,59.54399871826172,65.6259994506836,150030500.0,65.6259994506836
2019-10-28,68.16799926757812,64.5199966430664,65.50800323486328,65.54199981689453,94351500.0,65.54199981689453
2019-10-29,64.86000061035156,62.95000076293945,63.99800109863281,63.24399948120117,63421500.0,63.24399948120117
2019-10-30,63.757999420166016,61.99399948120117,62.599998474121094,63.00199890136719,48209000.0,63.00199890136719
2019-10-31,63.79999923706055,62.599998474121094,62.619998931884766,62.98400115966797,25335000.0,62.98400115966797
2019-11-01,63.29600143432617,61.959999084472656,63.263999938964844,62.6619987487793,31919500.0,62.6619987487793
2019-11-04,64.38800048828125,61.85200119018555,62.959999084472656,63.49399948120117,43935000.0,63.49399948120117
2019-11-05,64.7020034790039,63.2239990234375,63.92399978637695,63.444000244140625,34717000.0,63.444000244140625
2019-11-06,65.34400177001953,62.900001525878906,63.599998474121094,65.31600189208984,39704500.0,65.31600189208984
2019-11-07,68.30000305175781,65.60399627685547,65.8280029296875,67.10800170898438,72336500.0,67.10800170898438
2019-11-08,67.49199676513672,66.5,66.9000015258789,67.4280014038086,30346000.0,67.4280014038086
2019-11-11,69.83799743652344,68.4000015258789,68.79000091552734,69.01799774169922,49933500.0,69.01799774169922
2019-11-12,70.0739974975586,68.80799865722656,69.37999725341797,69.98600006103516,36797000.0,69.98600006103516
2019-11-13,71.26599884033203,69.03600311279297,71.0,69.22200012207031,42100500.0,69.22200012207031
2019-11-14,70.76799774169922,68.58200073242188,69.22200012207031,69.87000274658203,32324500.0,69.87000274658203
2019-11-15,70.55999755859375,69.6719970703125,70.12799835205078,70.43399810791016,24045000.0,70.43399810791016
2019-11-18,70.62999725341797,69.22000122070312,70.58399963378906,69.99800109863281,22002000.0,69.99800109863281
2019-11-19,71.99800109863281,69.55999755859375,70.3499984741211,71.90399932861328,38624000.0,71.90399932861328
2019-11-20,72.23999786376953,69.91400146484375,72.0,70.44400024414062,33625500.0,70.44400024414062
2019-11-21,72.16799926757812,70.80000305175781,70.9020004272461,70.96600341796875,30550000.0,70.96600341796875
2019-11-22,68.19999694824219,66.0,68.03199768066406,66.60800170898438,84353000.0,66.60800170898438
2019-11-25,68.91400146484375,66.89199829101562,68.86399841308594,67.26799774169922,61697500.0,67.26799774169922
2019-11-26,67.0999984741211,65.41999816894531,67.05400085449219,65.78399658203125,39737000.0,65.78399658203125
2019-11-27,66.78600311279297,65.71399688720703,66.2239990234375,66.25800323486328,27778000.0,66.25800323486328
2019-11-29,66.25199890136719,65.5,66.22200012207031,65.98799896240234,12328000.0,65.98799896240234
2019-12-02,67.2760009765625,65.73799896240234,65.87999725341797,66.9739990234375,30372500.0,66.9739990234375
2019-12-03,67.58200073242188,66.43800354003906,66.52400207519531,67.23999786376953,32868500.0,67.23999786376953
2019-12-04,67.5719985961914,66.56999969482422,67.55000305175781,66.60600280761719,27665000.0,66.60600280761719
2019-12-05,66.88400268554688,65.44999694824219,66.56600189208984,66.0739974975586,18623000.0,66.0739974975586
2019-12-06,67.77200317382812,66.9540023803711,67.0,67.1780014038086,38062000.0,67.1780014038086
2019-12-09,68.88999938964844,67.01599884033203,67.31800079345703,67.90599822998047,45115500.0,67.90599822998047
2019-12-10,70.14600372314453,67.86199951171875,67.99199676513672,69.76799774169922,44141500.0,69.76799774169922
2019-12-11,71.43800354003906,70.21800231933594,70.3759994506836,70.54000091552734,34489000.0,70.54000091552734
2019-12-12,72.5479965209961,70.64600372314453,70.98400115966797,71.93599700927734,38819500.0,71.93599700927734
2019-12-13,73.04199981689453,70.9280014038086,72.20999908447266,71.6780014038086,32854500.0,71.6780014038086
2019-12-16,76.72200012207031,72.5,72.51000213623047,76.30000305175781,90871000.0,76.30000305175781
2019-12-17,77.0999984741211,75.18000030517578,75.7979965209961,75.7979965209961,42484000.0,75.7979965209961
2019-12-18,79.04399871826172,76.11599731445312,76.1259994506836,78.62999725341797,70605000.0,78.62999725341797
2019-12-19,81.37000274658203,79.30000305175781,79.46399688720703,80.80799865722656,90535500.0,80.80799865722656
